97,SS98,110.378903,-7.768469,SS53,52,1,2.25
98,BS1,110.377902,-7.768028,SS100,276,2,6.5
99,BS2,110.377917,-7.768148,BS4,101,2,6.5
100,BS3,110.37797,-7.76802,BS20,117,2,6.5
101,BS4,110.37794,-7.768153,BS20,117,2,6.5
102,BS5,110.377926,-7.768175,BS4,101,2,6.5
103,BS6,110.377948,-7.768165,BS7,104,2,6.5
104,BS7,110.377942,-7.768187,BS5,102,2,6.5
105,BS8,110.378272,-7.768263,BS9,106,2,6.5
106,BS9,110.378273,-7.768281,BS7,104,2,6.5
107,BS10,110.378415,-7.768314,BS11,108,2,6.5
108,BS11,110.378412,-7.768326,BS16,113,2,6.5
109,BS12,110.378561,-7.768351,BS13,110,2,6.5
110,BS13,110.37855,-7.768364,BS16,113,2,6.5
111,BS14,110.378886,-7.768449,BS15,112,2,6.5
112,BS15,110.37888,-7.768471,BS16,113,2,6.5
113,BS16,110.378901,-7.768467,BS18,115,2,6.5
114,BS17,110.378924,-7.76845,BS18,115,2,6.5
115,BS18,110.378901,-7.768442,BS21,118,2,6.5
116,BS19,110.379001,-7.768361,SS104,280,2,6.5
117,BS20,110.377973,-7.768049,BS1,98,2,6.5
118,BS21,110.37894,-7.76833,BS19,116,2,6.5
119,BS22,110.378948,-7.768317,BS21,118,2,6.5
120,BS23,110.378925,-7.768326,BS24,121,2,6.5
121,BS24,110.378924,-7.768308,BS22,119,2,6.5
122,BS25,110.378817,-7.768286,BS26,123,2,6.5
123,BS26,110.37882,-7.768276,BS24,121,2,6.5
124,BS27,110.378594,-7.768239,SS112,282,2,6.5
125,BS28,110.378579,-7.768219,BS27,124,2,6.5
126,BS29,110.378594,-7.768209,BS27,124,2,6.5
127,BS30,110.378528,-7.768184,BS29,126,2,6.5
128,BS31,110.378523,-7.768198,BS30,127,2,6.5
129,BS32,110.378443,-7.768112,BS33,130,2,6.5
130,BS33,110.378434,-7.768159,BS36,133,2,6.5
131,BS34,110.378309,-7.768153,SS101,277,2,6.5
132,BS35,110.378333,-7.768145,BS34,131,2,6.5
133,BS36,110.378326,-7.768127,BS34,131,2,6.5
134,BS37,110.378129,-7.768078,BS38,135,2,6.5
135,BS38,110.378132,-7.768066,BS40,137,2,6.5
136,BS39,110.377983,-7.768043,BS40,137,2,6.5
137,BS40,110.377997,-7.76803,BS3,100,2,6.5
138,BS41,110.378012,-7.767987,BS40,137,2,5.25
139,BS42,110.378017,-7.767928,BS43,140,2,5.25
140,BS43,110.378027,-7.767929,BS41,138,2,5.25
141,BS44,110.378047,-7.767827,BS45,142,2,5.25
142,BS45,110.378057,-7.767831,BS41,138,2,5.25
143,BS46,110.378086,-7.767697,BS47,144,2,5.25
144,BS47,110.378095,-7.7677,BS48,145,2,5.25
145,BS48,110.378111,-7.767652,UT49,148,2,5.25
146,BS98,110.378492,-7.768176,BS99,147,2,6.5
147,BS99,110.378506,-7.768129,BS29,126,2,6.5
148,UT49,110.378125,-7.767603,UT51,150,2,6.5
149,UT50,110.378126,-7.767582,UT49,148,2,6.5
150,UT51,110.378101,-7.767593,UT52,151,2,6.5
151,UT52,110.378117,-7.767575,UT53,152,2,6.5
152,UT53,110.378047,-7.767553,SU110,272,2,6.5
153,UT54,110.378124,-7.767457,UT55,154,2,6.5
154,UT55,110.378146,-7.767463,UT52,151,2,6.5
155,UT56,110.37815,-7.76744,UT55,154,2,6.5
156,UT57,110.378159,-7.767464,UT58,157,2,6.5
157,UT58,110.378168,-7.767441,UT56,155,2,6.5
158,UT59,110.378484,-7.767574,SU108,270,2,6.5
159,UT60,110.378508,-7.767563,UT59,158,2,6.5
160,UT61,110.378501,-7.767545,UT59,158,2,6.5
161,UT62,110.378749,-7.76758,UT63,162,2,6.5
162,UT63,110.37874,-7.76762,UT66,165,2,6.5
163,UT64,110.378768,-7.76766,SU113,273,2,6.5
164,UT65,110.378755,-7.767638,UT64,163,2,6.5
165,UT66,110.378772,-7.767628,UT64,163,2,6.5
166,UT67,110.379096,-7.767737,UT68,167,2,6.5
167,UT68,110.379099,-7.767723,UT69,168,2,6.5
168,UT69,110.379123,-7.767736,UT71,170,2,6.5
169,UT70,110.379134,-7.767759,UT71,170,2,6.5
170,UT71,110.379115,-7.767753,UT73,172,2,6.5
171,UT72,110.379145,-7.767882,SU106,268,2,6.5
172,UT73,110.37908,-7.76786,UT72,171,2,6.5
173,UT74,110.379077,-7.767886,UT73,172,2,6.5
174,UT75,110.379061,-7.767855,UT76,175,2,6.5
175,UT76,110.37905,-7.76788,UT74,173,2,6.5
176,UT77,110.378952,-7.76784,UT78,177,2,6.5
177,UT78,110.378947,-7.76785,UT76,175,2,6.5
178,UT79,110.378855,-7.76781,UT80,179,2,6.5
179,UT80,110.378854,-7.767821,UT82,181,2,6.5
180,UT81,110.378738,-7.767766,UT82,181,2,6.5
181,UT82,110.378727,-7.767788,UT83,182,2,6.5
182,UT83,110.378684,-7.767774,SU118,669,2,6.5
183,UT84,110.378655,-7.767756,UT83,182,2,6.5
184,UT85,110.378585,-7.767759,UT83,182,2,6.5
185,UT86,110.378525,-7.767716,UT87,186,2,6.5
186,UT87,110.378496,-7.767717,SU117,668,2,6.5
187,UT88,110.378447,-7.767678,UT89,188,2,6.5
188,UT89,110.378452,-7.767699,UT87,186,2,6.5
189,UT90,110.378297,-7.767642,UT91,190,2,6.5
190,UT91,110.378295,-7.767653,UT89,188,2,6.5
191,UT92,110.379036,-7.767924,UT76,175,2,5.25
192,UT93,110.379021,-7.768013,UT94,193,2,5.25
193,UT94,110.379012,-7.768012,UT92,191,2,5.25
194,UT95,110.378971,-7.76818,UT96,195,2,5.25
195,UT96,110.378963,-7.768174,UT97,196,2,5.25
196,UT97,110.378936,-7.768257,BS24,121,2,5.25
197,UT100,110.378628,-7.767589,UT66,165,2,6.5
198,UT101,110.37864,-7.767547,UT100,197,2,6.5
199,UT102,110.37855,-7.76752,UT103,200,2,6.5
200,UT103,110.37854,-7.76756,UT61,160,2,6.5
201,TS1,110.379,-7.76836,BS109,288,3,11.25
202,TS2,110.378937,-7.768342,TS1,201,3,11.25
203,TS3,110.378904,-7.76846,TS2,202,3,11.25
204,TS4,110.378887,-7.768441,TS5,205,3,11.25
205,TS5,110.378875,-7.768472,TS3,203,3,11.25
206,TS6,110.378557,-7.768358,TS7,207,3,11.25
207,TS7,110.378552,-7.768372,TS3,203,3,11.25
208,TS8,110.377952,-7.768159,TS9,209,3,11.25
209,TS9,110.377947,-7.768186,TS10,210,3,11.25
210,TS10,110.377922,-7.768172,TS11,211,3,11.25
211,TS11,110.37798,-7.76804,TS12,212,3,11.25
212,TS12,110.377904,-7.768024,BS105,284,3,11.25
213,TS13,110.377967,-7.768017,TS11,211,3,11.25
214,TS14,110.377976,-7.768051,TS15,215,3,11.25
215,TS15,110.377994,-7.768025,TS13,213,3,11.25
216,TS16,110.378097,-7.768069,TS17,217,3,11.25
217,TS17,110.3781,-7.768054,TS13,213,3,11.25
218,TS18,110.378308,-7.768156,BS106,285,3,11.25
219,TS19,110.378323,-7.768113,TS18,218,3,11.25
220,TS20,110.378596,-7.768236,BS107,286,3,11.25
221,TS21,110.378603,-7.768204,TS20,220,3,11.25
222,TS22,110.378785,-7.768277,TS23,223,3,11.25
223,TS23,110.378789,-7.768254,TS21,221,3,11.25
224,TS24,110.378926,-7.768324,TS25,225,3,11.25
225,TS25,110.378931,-7.768304,TS26,226,3,11.25
226,TS26,110.378944,-7.768317,TS2,202,3,11.25
227,TS27,110.378939,-7.768254,TS25,225,3,10
228,TS28,110.378992,-7.768104,TS29,229,3,10
229,TS29,110.378979,-7.768099,TS27,227,3,10
230,TS30,110.379036,-7.767929,UB31,231,3,10
231,UB31,110.379056,-7.767887,UB33,233,3,11.25
232,UB32,110.379063,-7.767867,UB31,231,3,11.25
233,UB33,110.379078,-7.767891,UB34,234,3,11.25
234,UB34,110.37908,-7.76786,UB35,235,3,11.25
235,UB35,110.379144,-7.767884,UT111,292,3,11.25
236,UB36,110.379125,-7.767739,UB34,234,3,11.25
237,UB37,110.3791,-7.767744,UB38,238,3,11.25
238,UB38,110.379108,-7.767718,UB36,236,3,11.25
239,UB39,110.37877,-7.76766,UT118,297,3,11.25
240,UB40,110.378769,-7.767628,UB39,239,3,11.25
241,UB41,110.378502,-7.767549,UT119,298,3,11.25
242,UB42,110.378482,-7.767576,UB41,241,3,11.25
243,UB43,110.378157,-7.767463,UB44,244,3,11.25
244,UB44,110.378165,-7.767443,UB45,245,3,11.25
245,UB45,110.378146,-7.767442,UB47,247,3,11.25
246,UB46,110.378046,-7.767551,UT115,296,3,11.25
247,UB47,110.378115,-7.767579,UT46,246,3,11.25
248,UB48,110.3781,-7.767592,UB47,247,3,11.25
249,UB49,110.378123,-7.767583,UB50,250,3,11.25
250,UB50,110.378116,-7.767607,UB48,248,3,11.25
251,UB51,110.378153,-7.767599,UB52,252,3,11.25
252,UB52,110.378149,-7.767612,UB48,248,3,11.25
253,UB53,110.378357,-7.767661,UB54,254,3,11.25
254,UB54,110.378353,-7.767674,UB48,248,3,11.25
255,UB55,110.378448,-7.767689,UB56,256,3,11.25
256,UB56,110.378443,-7.767704,UB57,257,3,11.25
257,UB57,110.378485,-7.767715,UT120,671,3,11.25
258,UB58,110.378686,-7.76778,UT121,672,3,11.25
259,UB59,110.378733,-7.767774,UB60,260,3,11.25
260,UB60,110.378728,-7.767789,UB58,258,3,11.25
261,UB61,110.378823,-7.7678,UB62,262,3,11.25
262,UB62,110.378819,-7.767813,UB60,260,3,11.25
263,UB63,110.378113,-7.767647,UB50,250,3,10
264,UB64,110.378097,-7.767663,UB65,265,3,10
265,UB65,110.378113,-7.767662,UB63,263,3,10
266,UB66,110.378013,-7.767981,TS15,215,3,10
267,SU105,110.379178,-7.76777,SU30,29,1,3.4
268,SU106,110.379162,-7.767827,SU105,267,1,4.8
269,SU107,110.378737,-7.767696,SU36,35,1,4.6
270,SU108,110.378467,-7.767617,SU114,274,1,4.6
271,SU109,110.378079,-7.767441,SU8,7,1,3.4
272,SU110,110.37806,-7.767497,SU109,271,1,4.8
273,SU113,110.378759,-7.7677,SU107,269,1,4.6
274,SU114,110.37849,-7.767624,SU14,13,1,4.6
275,SS99,110.37787,-7.768136,SS71,70,1,3.4
276,SS100,110.377883,-7.768084,SS99,275,1,4.8
277,SS101,110.378292,-7.768199,SS111,281,1,4.6
278,SS102,110.378561,-7.768278,SS65,64,1,4.6
279,SS103,110.378966,-7.768469,SS91,90,1,3.4
280,SS104,110.378984,-7.768414,SS103,279,1,4.8
281,SS111,110.378315,-7.768204,SS63,62,1,4.6
282,SS112,110.378583,-7.768284,SS102,278,1,4.6
283,BS104,110.377869,-7.76814,BS2,99,2,7.76
284,BS105,110.377888,-7.768079,BS104,283,2,9.37
285,BS106,110.378296,-7.768193,BS116,289,2,9.2
286,BS107,110.378585,-7.768275,BS117,290,2,9.2
287,BS108,110.378964,-7.768472,BS17,114,2,7.76
288,BS109,110.378988,-7.768408,BS108,287,2,9.37
289,BS116,110.378317,-7.768201,BS35,132,2,9.2
290,BS117,110.378563,-7.76827,BS28,125,2,9.2
291,UT110,110.379181,-7.767763,UT70,169,2,7.76
292,UT111,110.379159,-7.767829,UT110,291,2,9.37
293,UT112,110.378729,-7.767691,UT65,164,2,9.2
294,UT113,110.378499,-7.767624,UT60,159,2,9.2
295,UT114,110.37808,-7.767436,UT54,154,2,7.76
296,UT115,110.378062,-7.767501,UT114,295,2,9.37
297,UT118,110.378763,-7.767702,UT112,293,2,9.2
298,UT119,110.378465,-7.767615,UT113,294,2,9.2
299,SU115,110.378069,-7.767673,SU115,300,1,0.25
300,SU116,110.379055,-7.767983,SU43,42,1,0.25
301,3T1,110.378964,-7.768266,3T2,302,3,10
302,3T2,110.378971,-7.768245,3T3,303,3,10
303,3T3,110.378994,-7.768222,3T5,305,3,10
304,3T4,110.379,-7.768172,3T5,305,3,10
305,3T5,110.37901,-7.768173,3T6,306,3,10
306,3T6,110.379012,-7.768164,3T7,307,3,10
307,3T7,110.378993,-7.768158,TS28,228,3,10
308,3T8,110.379007,-7.768108,TS28,228,3,10
309,3T9,110.379027,-7.768114,3T8,308,3,10
310,3T10,110.37903,-7.768109,3T9,309,3,10
311,3T11,110.379018,-7.7681,3T10,310,3,10
312,3T12,110.37904,-7.768075,3T10,310,3,10
313,3T13,110.379028,-7.76807,3T12,312,3,10
314,3T14,110.379053,-7.768075,3T12,312,3,10
315,3T15,110.37905,-7.768039,3T12,312,3,10
316,3T16,110.379039,-7.768036,3T15,315,3,10
317,3T17,110.379062,-7.76804,3T15,315,3,10
318,3T18,110.379061,-7.768005,3T15,315,3,10
319,3T19,110.37905,-7.768004,3T18,318,3,10
320,3T20,110.379079,-7.768003,3T18,318,3,10
321,3T21,110.379076,-7.767974,3T18,318,3,10
322,3T22,110.37908,-7.767974,3T21,321,3,10
323,3T23,110.379073,-7.767975,3T21,321,3,10
324,3S24,110.378963,-7.768323,TS26,226,3,11.25
325,3S25,110.378916,-7.768468,TS3,203,3,11.25
326,3S26,110.378908,-7.76838,TS25,225,3,11.25
327,3S27,110.378893,-7.768417,TS5,205,3,11.25
328,3S28,110.378779,-7.768286,TS22,222,3,11.25
329,3S29,110.378722,-7.768293,3S31,331,3,11.25
330,3S30,110.378723,-7.768287,3S31,331,3,11.25
331,3S31,110.378742,-7.768297,3S28,328,3,11.25
332,3S32,110.37872,-7.768327,3S31,331,3,11.25
333,3S33,110.378718,-7.768336,3S32,332,3,11.25
334,3S34,110.378692,-7.768338,3S37,337,3,11.25
335,3S35,110.378688,-7.768349,3S37,337,3,11.25
336,3S36,110.378697,-7.768358,3S37,337,3,11.25
337,3S37,110.378708,-7.768338,3S33,333,3,11.25
338,3S38,110.37886,-7.768387,3S42,342,3,11.25
339,3S39,110.378831,-7.768407,3S41,341,3,11.25
340,3S40,110.378834,-7.768415,3S41,341,3,11.25
341,3S41,110.378824,-7.768404,3S42,342,3,11.25
342,3S42,110.378832,-7.768377,3S33,333,3,11.25
343,3S43,110.378037,-7.768093,3S45,345,3,11.25
344,3S44,110.378037,-7.768098,3S45,345,3,11.25
345,3S45,110.378042,-7.7681,3S46,346,3,11.25
346,3S46,110.378074,-7.768106,3S47,347,3,11.25
347,3S47,110.378087,-7.768103,TS16,216,3,11.25
348,3S48,110.378034,-7.768104,3S65,365,3,11.25
349,3S49,110.378023,-7.768148,3S66,366,3,11.25
350,3S50,110.378049,-7.768168,3S51,351,3,11.25
351,3S51,110.378053,-7.768167,3S46,346,3,11.25
352,3S52,110.378113,-7.768185,3S54,354,3,11.25
353,3S53,110.378121,-7.768169,3S54,354,3,11.25
354,3S54,110.378107,-7.768172,3S60,360,3,11.25
355,3S55,110.378126,-7.768151,3S56,356,3,11.25
356,3S56,110.378122,-7.768155,3S60,360,3,11.25
357,3S57,110.378132,-7.768132,3S59,359,3,11.25
358,3S58,110.378134,-7.768118,3S59,359,3,11.25
359,3S59,110.378126,-7.768123,3S60,360,3,11.25
360,3S60,110.378101,-7.768112,3S47,347,3,11.25
361,3S61,110.377967,-7.76811,TS14,214,3,11.25
362,3S62,110.377956,-7.768136,TS9,209,3,11.25
363,3S63,110.377951,-7.768021,TS13,213,3,11.25
364,3S64,110.377906,-7.76816,TS10,210,3,11.25
365,3S65,110.378035,-7.768104,3S46,346,3,11.25
366,3S66,110.378019,-7.768144,3S46,346,3,11.25
367,3B67,110.3781,-7.767659,UB64,264,3,10
368,3B68,110.378038,-7.767628,3B69,369,3,10
369,3B69,110.37804,-7.767624,3B67,367,3,10
370,3B70,110.378058,-7.767698,3B67,367,3,10
371,3B71,110.378053,-7.767715,3B70,370,3,10
372,3B72,110.378014,-7.767819,3B104,374,3,10
373,3B73,110.378031,-7.767839,3B104,374,3,10
374,3B104,110.378035,-7.767819,3B71,371,3,10
375,3U74,110.378091,-7.767582,UB48,248,3,11.25
376,3U75,110.378133,-7.767442,UB45,245,3,11.25
377,3U76,110.37815,-7.76749,UB43,243,3,11.25
378,3U77,110.378139,-7.767527,UB49,249,3,11.25
379,3U78,110.378387,-7.76752,3U79,380,3,11.25
380,3U79,110.378379,-7.767514,3U80,381,3,11.25
381,3U80,110.378352,-7.767663,UB53,253,3,11.25
382,3U81,110.378346,-7.767661,3U80,381,3,11.25
383,3U82,110.37832,-7.767603,3U106,406,3,11.25
384,3U83,110.378782,-7.767754,3U85,386,3,11.25
385,3U84,110.378775,-7.76776,3U90,391,3,11.25
386,3U85,110.378788,-7.767769,3U86,387,3,11.25
387,3U86,110.378821,-7.767796,UB61,261,3,11.25
388,3U87,110.378843,-7.767712,3U89,390,3,11.25
389,3U88,110.378823,-7.767705,3U89,390,3,11.25
390,3U89,110.378829,-7.767716,3U90,391,3,11.25
391,3U90,110.37879,-7.767753,3U85,386,3,11.25
392,3U91,110.378807,-7.76769,3U92,393,3,11.25
393,3U92,110.378803,-7.767706,3U90,391,3,11.25
394,3U93,110.378929,-7.767745,3U95,396,3,11.25
395,3U94,110.37896,-7.767753,3U96,397,3,11.25
396,3U95,110.37892,-7.767737,3U92,393,3,11.25
397,3U96,110.378964,-7.767752,3U92,393,3,11.25
398,3U97,110.378979,-7.767755,3U99,400,3,11.25
399,3U98,110.378987,-7.767749,3U99,400,3,11.25
400,3U99,110.378979,-7.767747,3U96,397,3,11.25
401,3U100,110.379014,-7.767814,3U102,403,3,11.25
402,3U101,110.378981,-7.767808,3U103,404,3,11.25
403,3U102,110.379024,-7.767812,3U103,404,3,11.25
404,3U103,110.37898,-7.767799,3U96,397,3,11.25
405,3U105,110.378334,-7.767554,3U82,383,3,11.25
406,3U106,110.378323,-7.767591,3U81,382,3,11.25
407,3U107,110.379091,-7.767772,UB37,237,3,11.25
408,3U108,110.379078,-7.767809,UB32,232,3,11.25
409,3U109,110.379137,-7.767744,UB36,236,3,11.25
410,3U110,110.379093,-7.767882,UB33,233,3,11.25
411,2B1,110.378088,-7.767672,2B2,412,2,5.25
412,2B2,110.378088,-7.767693,BS46,143,2,5.25
413,2B3,110.378078,-7.767707,2B2,412,2,5.25
414,2B4,110.378059,-7.767774,2B3,413,2,5.25
415,2B5,110.378062,-7.767775,2B4,414,2,5.25
416,2B6,110.378047,-7.767827,BS44,141,2,5.25
417,2B7,110.378019,-7.767905,2B8,418,2,5.25
418,2B8,110.378018,-7.767926,BS42,139,2,5.25
419,2B9,110.378009,-7.767941,2B8,418,2,5.25
420,2S10,110.377952,-7.768023,BS3,100,2,6.5
421,2S11,110.377908,-7.768165,BS5,102,2,6.5
422,2S12,110.378964,-7.768325,BS22,119,2,6.5
423,2S13,110.378921,-7.768469,BS16,113,2,6.5
424,2S14,110.378904,-7.768379,BS23,120,2,6.5
425,2S15,110.378893,-7.768421,BS15,112,2,6.5
426,2S16,110.378808,-7.768321,BS25,122,2,6.5
427,2S17,110.378856,-7.768324,2S19,429,2,6.5
428,2S18,110.378859,-7.768332,2S19,429,2,6.5
429,2S19,110.378849,-7.768333,2S16,426,2,6.5
430,2S20,110.378837,-7.768385,2S19,429,2,6.5
431,2S21,110.378845,-7.768371,2S20,430,2,6.5
432,2S22,110.378838,-7.768384,2S20,430,2,6.5
433,2S23,110.378816,-7.768351,2S19,429,2,6.5
434,2S24,110.378815,-7.768346,2S23,433,2,6.5
435,2S25,110.378796,-7.768367,2S24,434,2,6.5
436,2S26,110.378789,-7.768395,2S25,435,2,6.5
437,2S27,110.378739,-7.76838,2S38,448,2,6.5
438,2S28,110.378708,-7.768367,2S37,447,2,6.5
439,2S29,110.378674,-7.768361,2S36,446,2,6.5
440,2S30,110.378641,-7.76835,2S35,445,2,6.5
441,2S31,110.378609,-7.768341,2S34,444,2,6.5
442,2S32,110.378579,-7.768332,2S33,443,2,6.5
443,2S33,110.378575,-7.768325,2S25,435,2,6.5
444,2S34,110.378611,-7.768334,2S25,435,2,6.5
445,2S35,110.378649,-7.76835,2S25,435,2,6.5
446,2S36,110.378682,-7.768357,2S25,435,2,6.5
447,2S37,110.378705,-7.768366,2S25,435,2,6.5
448,2S38,110.378746,-7.768377,2S25,435,2,6.5
449,2S39,110.378625,-7.76826,2S45,455,2,6.5
450,2S40,110.378661,-7.76827,2S46,456,2,6.5
451,2S41,110.378697,-7.76828,2S47,457,2,6.5
452,2S42,110.378728,-7.76829,2S48,458,2,6.5
453,2S43,110.378762,-7.768299,2S49,459,2,6.5
454,2S44,110.378769,-7.7683,2S50,460,2,6.5
455,2S45,110.378619,-7.768255,2S50,426,2,6.5
456,2S46,110.378651,-7.768268,2S50,426,2,6.5
457,2S47,110.378691,-7.768281,2S50,426,2,6.5
458,2S48,110.378723,-7.768288,2S50,426,2,6.5
459,2S49,110.378755,7.768306,2S50,426,2,6.5
460,2S50,110.378769,-7.768308,2S16,426,2,6.5
461,2S51,110.378524,-7.768242,2S54,464,2,6.5
462,2S52,110.378526,-7.768246,2S53,463,2,6.5
463,2S53,110.378524,-7.768245,2S54,464,2,6.5
464,2S54,110.378524,-7.768241,2S55,465,2,6.5
465,2S55,110.378521,-7.768202,BS31,128,2,6.5
466,2S56,110.378332,-7.768214,2S57,467,2,6.5
467,2S57,110.378328,-7.768212,2S61,471,2,6.5
468,2S58,110.378343,-7.768261,2S61,471,2,6.5
469,2S59,110.378374,-7.76827,2S62,472,2,6.5
470,2S60,110.378377,-7.768271,2S62,472,2,6.5
471,2S61,110.378339,-7.768258,2S63,473,2,6.5
472,2S62,110.378376,-7.768264,2S63,473,2,6.5
473,2S63,110.378405,-7.768275,2S64,474,2,6.5
474,2S64,110.378409,-7.768275,2S65,475,2,6.5
475,2S65,110.378434,-7.768307,BS10,107,2,6.5
476,2S66,110.378414,-7.768313,2S65,475,2,6.5
477,2S67,110.378435,-7.768307,2S66,476,2,6.5
478,2S68,110.378486,-7.768259,2S67,477,2,6.5
479,2S69,110.378479,-7.768257,2S68,478,2,6.5
480,2S70,110.378126,-7.768086,BS37,134,2,6.5
481,2S71,110.378094,-7.768138,2S70,480,2,6.5
482,2S72,110.378126,-7.76815,2S70,480,2,6.5
483,2S73,110.378095,-7.768132,2S71,481,2,6.5
484,2S74,110.378063,-7.768127,2S73,483,2,6.5
